"id","Pais","Localidad","Denominación Genérica","Denominación Específica","Código","Naturaleza","Tipo"
17447,"ESPAÑA","SANTA COMBA","Colegio Público","DE CASELAS",15028014,"Centro público",0
17448,"ESPAÑA","FERROL","Instituto de Educación Secundaria (IES)","ESCUELA OFICIAL NAUTICO-PESQUEIRA",15028038,"Centro público",0
17449,"ESPAÑA","CORUÑA (A)","Centro Privado de Formación Profesional Específica","C.F.P.E. CASTELAO",15032005,"Centro privado",2
17450,"ESPAÑA","SANTIAGO DE COMPOSTELA","Escuela Privada de Música y/o Danza","REAL SOC.ECONOMICA AMIGOS PAIS SANTIAGO",15032017,"Centro privado",2
17451,"ESPAÑA","FERROL","Centro Privado de Formación Profesional Específica","OLYMPIA-SUSO AÑON",15032054,"Centro privado",2
17452,"ESPAÑA","SANTIAGO DE COMPOSTELA","Centro Privado de Formación Profesional Específica","TESDAI",15032066,"Centro privado",2
17453,"ESPAÑA","ARZÚA","Conservatorio de Música o Danza","CMUS PROFESIONAL DE ARZÚA",15032078,"Centro público",0
17454,"ESPAÑA","FENE","Instituto de Educación Secundaria (IES)","DE FENE",15032081,"Centro público",0
17455,"ESPAÑA","MELIDE","Escuela Pública de Música y/o Danza","E.M.M. A CAPELA",15032091,"Centro público",0
17456,"ESPAÑA","OLEIROS","Escuela Pública de Música y/o Danza","E.M.M. A FABRICA",15032108,"Centro público",0
17457,"ESPAÑA","PORTO DO SON","Instituto de Educación Secundaria (IES)","DE PORTO DO SON",15027691,"Centro público",0
17458,"ESPAÑA","CULLEREDO","Colegio Público","RIA DO BURGO",15027708,"Centro público",0
17459,"ESPAÑA","RIBEIRA","Instituto de Educación Secundaria (IES)","LELIADOURA",15027711,"Centro público",0
17460,"ESPAÑA","AMES","Instituto de Educación Secundaria (IES)","DE AMES",15027721,"Centro público",0
17461,"ESPAÑA","PONTES DE GARCÍA RODRÍGUEZ (AS)","Centro Privado de Educación de Personas Adultas (Presencial)","ENSINO",15027289,"Centro privado",2
17462,"ESPAÑA","CORUÑA (A)","Centro Privado de Educación de Personas Adultas (Presencial)","CENTRO DE ESTUDIOS ABACO C.DE EPA",15027290,"Centro privado",2
17463,"ESPAÑA","CARBALLO","Instituto de Educación Secundaria (IES)","ISIDRO PARGA PONDAL",15027307,"Centro público",0
17464,"ESPAÑA","SANTIAGO DE COMPOSTELA","Instituto de Educación Secundaria (IES)","DE SAR",15027319,"Centro público",0
17465,"ESPAÑA","CORUÑA (A)","Centro Privado de Educación Infantil","CENTRO DE E.I.VIRGEN DEL CARMEN",15027320,"Centro privado",2
17466,"ESPAÑA","SANTIAGO DE COMPOSTELA","Colegio Público","AS FONTIÑAS",15027332,"Centro público",0
17467,"ESPAÑA","ZAS","Instituto de Educación Secundaria (IES)","MAXIMINO ROMERO LEMA",15027368,"Centro público",0
17468,"ESPAÑA","PADRÓN","Escuela Pública de Música y/o Danza","ESC.DE MUS.MUN.DE PADRON",15027381,"Centro público",0
17469,"ESPAÑA","CARBALLO","Colegio Público","XESUS SAN LUIS ROMERO",15027393,"Centro público",0
17470,"ESPAÑA","RIANXO","Colegio Público","ANA MARIA DIEGUEZ",15027401,"Centro público",0
17471,"ESPAÑA","TEO","Instituto de Educación Secundaria (IES)","DE CACHEIRAS",15027411,"Centro público",0
17472,"ESPAÑA","SARRIA","Instituto de Educación Secundaria (IES)","GREGORIO FERNANDEZ",27012036,"Centro público",0
17473,"ESPAÑA","MURAS","Colegio Público","DE VIVEIRO",27007570,"Centro público",0
17474,"ESPAÑA","NAVIA DE SUARNA","Centro Integrado (Varias enseñanzas de Régimen General)","DOUTOR DANIEL MONJE",27007788,"Centro público",1
17475,"ESPAÑA","NEGUEIRA DE MUÑIZ","Colegio Público","DE NEGUEIRA DE MUÑIZ",27007892,"Centro público",0
17476,"ESPAÑA","BARALLA","Centro Integrado (Varias enseñanzas de Régimen General)","LUIS DIAZ MORENO",27007958,"Centro público",1
17477,"ESPAÑA","NOGAIS (AS)","Colegio Público","DE AS NOGAIS",27008148,"Centro público",0
17478,"ESPAÑA","LUGO","Centro Público de Enseñanza a Distancia","INST.GALLEGO DE BACH.A DISTANCIA-INGABAD",27015244,"Centro público",0
17479,"ESPAÑA","LUGO","Centro Privado de Educación Infantil","CASTELAO",27015293,"Centro privado",2
17480,"ESPAÑA","CERVO","Colegio Público","DE CERVO",27015301,"Centro público",0
17481,"ESPAÑA","MONFORTE DE LEMOS","Instituto de Educación Secundaria (IES)","A PINGUELA",27015311,"Centro público",0
17482,"ESPAÑA","MONFORTE DE LEMOS","Colegio Público de Educación Especial","INFANTA ELENA",27015360,"Centro público",0
17483,"ESPAÑA","MONFORTE DE LEMOS","Colegio Público de Educación Especial",,27015451,"Centro público",0
17484,"ESPAÑA","SARRIA","Centro Público de Educación de Personas Adultas (Presencial)",,27015487,"Centro público",0
17485,"ESPAÑA","RIBADEO","Centro Público de Educación de Personas Adultas (Presencial)","DAMASO ALONSO",27015566,"Centro público",0
17486,"ESPAÑA","VILALBA","Centro Público de Educación de Personas Adultas (Presencial)",,27015611,"Centro público",0
17487,"ESPAÑA","FOZ","Centro Privado con varias Enseñanzas de Régimen General","NTRA.SRA.DEL PILAR",27004465,"Centro privado",1
17488,"ESPAÑA","FOZ","Colegio Público","FONDO NOIS",27004519,"Centro público",0
17489,"ESPAÑA","FRIOL","Centro Integrado (Varias enseñanzas de Régimen General)","DOCTOR LOPEZ SUAREZ",27004635,"Centro público",1
17490,"ESPAÑA","GUITIRIZ","Colegio Público","LAGOSTELLE",27005020,"Centro público",0
17491,"ESPAÑA","GUITIRIZ","Colegio Público","SANTO ESTEVO DE PARGA",27005056,"Centro público",0
17492,"ESPAÑA","GUNTÍN","Colegio Público","DE LOUSADA",27005263,"Centro público",0
17493,"ESPAÑA","INCIO (O)","Colegio Público","RICARDO GASSET",27005469,"Centro público",0
17494,"ESPAÑA","XOVE","Colegio Público","PEDRO CASELLES ROLLAN",27005691,"Centro público",0
17495,"ESPAÑA","LÁNCARA","Centro Integrado (Varias enseñanzas de Régimen General)","RAMON PIÑEIRO",27005913,"Centro público",1
17496,"ESPAÑA","CERVO","Colegio Público","Nº 1",27020859,"Centro público",0
17497,"ESPAÑA","FRIOL","Centro Privado de Educación Primaria","WALDORF MENIÑEIROS",27020860,"Centro privado",2
17498,"ESPAÑA","LUGO","Centro Público de Educación de Personas Adultas (Presencial)","ALBEIROS",27601509,"Centro público",0
17499,"ESPAÑA","LUGO","Centro Privado de Formación Profesional Específica","APREVAR",27020641,"Centro privado",2
17500,"ESPAÑA","LUGO","Centro Privado de Formación Profesional Específica","CENTRO PRIVADO VENUS SALON",27020653,"Centro privado",2
17501,"ESPAÑA","LUGO","Centro Privado de Formación Profesional Específica","CENTRO PRIVADO DIOPTRA",27020677,"Centro privado",2
17502,"ESPAÑA","PASTORIZA (A)","Escuela Pública de Música y/o Danza","MUNICIPAL DE A PASTORIZA",27020689,"Centro público",0
17503,"ESPAÑA","RIBADEO","Escuela Oficial de Idiomas (EOI)","E.O.I DE RIBADEO",27020690,"Centro público",0
17504,"ESPAÑA","LUGO","Conservatorio de Música o Danza","DE LUGO",27020707,"Centro público",0
17505,"ESPAÑA","LUGO","Centro Privado de Formación Profesional Específica","BEANA",27020719,"Centro privado",2
17506,"ESPAÑA","LUGO","Centro Privado de Formación Profesional Específica","GAP",27020720,"Centro privado",2
17507,"ESPAÑA","LUGO","Centro Privado de Formación Profesional Específica","VANGARDA FORMACION",27020732,"Centro privado",2
17508,"ESPAÑA","LUGO","Centro Privado de Música o Danza","GALÉN",27020744,"Centro privado",2
17509,"ESPAÑA","LUGO","Centro Privado de Formación Profesional Específica","CENTRO PRIVADO TIC",27020756,"Centro privado",2
17510,"ESPAÑA","MEIRA","Escuela Pública de Música y/o Danza","ESCUELA DE MUSICA MUNICIPAL DE MEIRA",27020771,"Centro público",0
17511,"ESPAÑA","TABOADA","Escuela Pública de Música y/o Danza","ESCUELA DE MUSICA MUNICIPAL DE TABOADA",27020781,"Centro público",0
17512,"ESPAÑA","RIBADEO","Centro Público Integrado de Formación Profesional","PORTA DA AUGA",27020793,"Centro público",0
17513,"ESPAÑA","MONTERROSO","Colegio Público","NO CONSTA",27020801,"Centro público",0
17514,"ESPAÑA","OUTEIRO DE REI","Centro Público de Educación de Personas Adultas (Presencial)","DE BONXE",27020811,"Centro público",0
17515,"ESPAÑA","MONTERROSO","Centro Público de Educación de Personas Adultas (Presencial)","DE MONTERROSO",27020823,"Centro público",0
17516,"ESPAÑA","PONTENOVA (A)","Escuela Pública de Música y/o Danza","ESCUELA DE MÚSICA MUNICIPAL DE A PONTENOVA",27020835,"Centro público",0
17517,"ESPAÑA","MONFORTE DE LEMOS","Colegio Público",,27016662,"Centro público",0
17518,"ESPAÑA","VIVEIRO","Colegio Público","LUIS TOBIO",27016674,"Centro público",0
17519,"ESPAÑA","LUGO","Centro Privado de Formación Profesional Específica","CENTRO DE FORMACION- TERRA",27016686,"Centro privado",2
17520,"ESPAÑA","FONSAGRADA (A)","Colegio Público","PARADAVELLA",27016698,"Centro público",0
17521,"ESPAÑA","LUGO","Instituto de Educación Secundaria (IES)","LEIRAS PULPEIRO",27016704,"Centro público",0
17522,"ESPAÑA","PASTORIZA (A)","Instituto de Educación Secundaria (IES)","FONMIÑÁ",27016716,"Centro público",0
17523,"ESPAÑA","LUGO","Colegio Público","ILLA VERDE",27016728,"Centro público",0
17524,"ESPAÑA","CERVO","Escuela Pública de Música y/o Danza","MUNICIPAL",27016731,"Centro público",0
17525,"ESPAÑA","MONFORTE DE LEMOS","Conservatorio de Música o Danza","CMUS PROFESIONAL MESTRE IBÁÑEZ",27020513,"Centro público",0
17526,"ESPAÑA","SARRIA","Escuela Pública de Música y/o Danza","ESCUELA DE MUSICA MUNICIPAL DE SARRIA",27020525,"Centro público",0
17527,"ESPAÑA","RIBAS DE SIL","Escuela Pública de Música y/o Danza","ESCUELA DE MUSICA MUNIC.DE TIBAS DE SIL",27020549,"Centro público",0
17528,"ESPAÑA","MONDOÑEDO","Escuela Pública de Música y/o Danza","MUNICIPAL O PALLAREGO",27020550,"Centro público",0
17529,"ESPAÑA","FOZ","Instituto de Educación Secundaria (IES)","DE FOZ",27020562,"Centro público",0
17530,"ESPAÑA","LUGO","Centro Privado de Música o Danza","CENTRO AUTORIZADO DE MUSICA HARMONICA",27020574,"Centro privado",2
17531,"ESPAÑA","LUGO","Centro Privado con varias Enseñanzas de Régimen General","GALEN",27020586,"Centro privado",1
17532,"ESPAÑA","LUGO","Centro Privado de Música o Danza"," FINGOI",27020598,"Centro privado",2
17533,"ESPAÑA","LUGO","Escuela Privada de Música y/o Danza","ESCUELA DE MUSICA CANTARELA",27020604,"Centro privado",2
17534,"ESPAÑA","LUGO","Centro Privado de Formación Profesional Específica","ATTELIER",27020616,"Centro privado",2
17535,"ESPAÑA","VIVEIRO","Escuela Oficial de Idiomas (EOI)","E.O.I. DE VIVEIRO",27020628,"Centro público",0
17536,"ESPAÑA","LUGO","Centro Privado de Formación Profesional Específica","DOBAO IMAGEN",27016431,"Centro privado",2
17537,"ESPAÑA","BARREIROS","Instituto de Formación Profesional","CENTRO DE CAPACITACION AGRARIA",27016443,"Centro público",0
17538,"ESPAÑA","LUGO","Instituto de Educación Secundaria (IES)","SANXILLAO",27016455,"Centro público",0
17539,"ESPAÑA","LUGO","Colegio Público","MENENDEZ Y PELAYO",27016467,"Centro público",0
17540,"ESPAÑA","ABADÍN","Colegio Público","DE MONCELOS",27016480,"Centro público",0
17541,"ESPAÑA","PÁRAMO (O)","Colegio Público","NO CONSTA",27016492,"Centro público",0
17542,"ESPAÑA","CERVO","Instituto de Educación Secundaria (IES)","MARQUES DE SARGADELOS",27016509,"Centro público",0
17543,"ESPAÑA","QUIROGA","Escuela Pública de Música y/o Danza","ESCUELA DE MUSICA MUNICIPAL",27016534,"Centro público",0
17544,"ESPAÑA","RIBADEO","Escuela Pública de Música y/o Danza","MUNICIPAL DE RIBADEO",27016546,"Centro público",0
17545,"ESPAÑA","LUGO","Conservatorio de Música o Danza","CMUS PROFESIONAL DE LUGO",27016558,"Centro público",0
17546,"ESPAÑA","ANTAS DE ULLA","Escuela Privada de Música y/o Danza",,27016561,"Centro privado",2
17547,"ESPAÑA","POBRA DO BROLLÓN (A)","Escuela Pública de Música y/o Danza","ESCUELA DE MÚSICA MUNICIPAL SAMOEIRO",27020847,"Centro público",0
17548,"ESPAÑA","SARRIA","Centro Privado con varias Enseñanzas de Régimen General","LA MERCED",27011998,"Centro privado",1
17549,"ESPAÑA","SARRIA","Colegio Público","FRAI LUIS DE GRANADA",27012012,"Centro público",0
17550,"ESPAÑA","SARRIA","Residencia",,27012024,"Centro público",0
17551,"ESPAÑA","OUROL","Colegio Público","VICENTE CASABELLA",27008355,"Centro público",0
17552,"ESPAÑA","OUTEIRO DE REI","Colegio Público","LAVERDE RUIZ",27008513,"Centro público",0
17553,"ESPAÑA","OUTEIRO DE REI","Colegio Público","DE VILELA",27008616,"Centro público",0
17554,"ESPAÑA","PANTÓN","Colegio Público","DE SAN ROMAN DE ACEDRE",27008999,"Centro público",0
17555,"ESPAÑA","PANTÓN","Colegio Público","MONTE BALIÑO",27009050,"Centro público",0
17556,"ESPAÑA","PARADELA","Colegio Público","SAN MIGUEL DE PARADELA",27009347,"Centro público",0
17557,"ESPAÑA","PASTORIZA (A)","Colegio Público","DE BRETOÑA",27009463,"Centro público",0
17558,"ESPAÑA","PASTORIZA (A)","Colegio Público","O SALVADOR",27009608,"Centro público",0
17559,"ESPAÑA","PEDRAFITA DO CEBREIRO","Colegio Público","DE LOUZARELA",27009797,"Centro público",0
17560,"ESPAÑA","FOZ","Escuela Pública de Música y/o Danza","ESCUELA MUNICIPAL DE MUSICA",27016571,"Centro público",0
17561,"ESPAÑA","MONFORTE DE LEMOS","Escuela Pública de Música y/o Danza","ESCUELA MUNICIPAL DE MUSICA",27016595,"Centro público",0
17562,"ESPAÑA","PARADELA","Escuela Pública de Música y/o Danza","O BARRIDO",27016601,"Centro público",0
17563,"ESPAÑA","RÁBADE","Instituto de Educación Secundaria (IES)","RIO MIÑO",27016613,"Centro público",0
17564,"ESPAÑA","XOVE","Instituto de Educación Secundaria (IES)","ILLA DE SARON",27016625,"Centro público",0
17565,"ESPAÑA","SOBER","Escuela Pública de Música y/o Danza","ESCUELA MUNICIPAL DE MUSICA DE SOBER",27016637,"Centro público",0
17566,"ESPAÑA","ALFOZ","Instituto de Educación Secundaria (IES)","ALFOZ-VALADOURO",27016649,"Centro público",0
17567,"ESPAÑA","TABOADA","Instituto de Educación Secundaria (IES)","DE TABOADA",27016650,"Centro público",0
17568,"ESPAÑA","VIVEIRO","Colegio Público","SANTA RITA",27016170,"Centro público",0
17569,"ESPAÑA","FONSAGRADA (A)","Colegio Público","DE CARBALLIDO",27016182,"Centro público",0
17570,"ESPAÑA","MONFORTE DE LEMOS","Centro Público de Educación de Personas Adultas (Presencial)",,27016194,"Centro público",0
17571,"ESPAÑA","GUITIRIZ","Instituto de Educación Secundaria (IES)","POETA DIAZ CASTRO",27016200,"Centro público",0
17572,"ESPAÑA","BARREIROS","Colegio Público","DE SAN COSME",27016224,"Centro público",0
17573,"ESPAÑA","MONTERROSO","Instituto de Educación Secundaria (IES)","IES. DE MONTERROSO",27016248,"Centro público",0
17574,"ESPAÑA","VILALBA","Conservatorio de Música o Danza",,27016251,"Centro público",0
17575,"ESPAÑA","MONFORTE DE LEMOS","Centro Privado de Música o Danza","ADAGIO",27016261,"Centro privado",2
17576,"ESPAÑA","VIVEIRO","Conservatorio de Música o Danza","MUNICIPAL",27016285,"Centro público",0
17577,"ESPAÑA","PONTENOVA (A)","Instituto de Educación Secundaria (IES)","ENRIQUE MURUAIS",27016297,"Centro público",0
17578,"ESPAÑA","MEIRA","Instituto de Educación Secundaria (IES)","PEDREGAL DE IRIMIA",27016303,"Centro público",0
17579,"ESPAÑA","BECERREÁ","Instituto de Educación Secundaria (IES)","DE BECERREA",27016315,"Centro público",0
17580,"ESPAÑA","CERVO","Centro Público de Educación de Personas Adultas (Presencial)","EPA",27016327,"Centro público",0
17581,"ESPAÑA","FOZ","Centro Privado de Educación de Personas Adultas (Presencial)","ACADEMIA LOGOS-C.DE EPA",27016339,"Centro privado",2
17582,"ESPAÑA","PALAS DE REI","Instituto de Educación Secundaria (IES)","DE PALAS DE REI",27016352,"Centro público",0
17583,"ESPAÑA","COSPEITO","Colegio Público","DE MUIMENTA",27016388,"Centro público",0
17584,"ESPAÑA","FOZ","Colegio Público","O CANTEL",27016391,"Centro público",0
17585,"ESPAÑA","VIVEIRO","Colegio Público","DE COVAS",27016406,"Centro público",0
17586,"ESPAÑA","MONFORTE DE LEMOS","Escuela Oficial de Idiomas (EOI)","E.O.I.",27016421,"Centro público",0
17587,"ESPAÑA","OUTEIRO DE REI","Escuela de Educación Infantil","DE ROBRA",27015669,"Centro público",0
17588,"ESPAÑA","VILALBA","Colegio Público","MONSEIVANE",27015724,"Centro público",0
17589,"ESPAÑA","CERVANTES","Colegio Público","DE DONIS",27015748,"Centro público",0
17590,"ESPAÑA","CERVO","Colegio Público","VISTA ALEGRE",27015751,"Centro público",0
17591,"ESPAÑA","LUGO","Instituto de Educación Secundaria (IES)","ANXEL FOLE",27015761,"Centro público",0
17592,"ESPAÑA","LUGO","Instituto de Educación Secundaria (IES)","A PIRINGALLA",27015773,"Centro público",0
17593,"ESPAÑA","SAVIÑAO (O)","Colegio Público","DE CURRELOS",27015785,"Centro público",0
17594,"ESPAÑA","VILALBA","Colegio Público","CASTELAO",27015797,"Centro público",0
17595,"ESPAÑA","VILALBA","Colegio Público","TERRA CHA",27015827,"Centro público",0
17596,"ESPAÑA","MURAS","Colegio Público","DE MURAS",27015876,"Centro público",0
17597,"ESPAÑA","CASTRO DE REI","Instituto de Educación Secundaria (IES)","A TERRA CHA-JOSE TRAPERO PARDO",27015891,"Centro público",0
17598,"ESPAÑA","CERVANTES","Colegio Público","PONTE DE DOIRAS",27015906,"Centro público",0
17599,"ESPAÑA","FONSAGRADA (A)","Colegio Público","DE VILARDIAZ",27015918,"Centro público",0
17600,"ESPAÑA","LUGO","Escuela Oficial de Idiomas (EOI)","E.O.I.",27015955,"Centro público",0
17601,"ESPAÑA","PEDRAFITA DO CEBREIRO","Centro Integrado (Varias enseñanzas de Régimen General)","UXIO NOVONEIRA",27015967,"Centro público",1
17602,"ESPAÑA","TRIACASTELA","Colegio Público","EDUARDO CELA VILA",27015979,"Centro público",0
17603,"ESPAÑA","VIVEIRO","Centro Público de Educación de Personas Adultas (Presencial)",,27015980,"Centro público",0
17604,"ESPAÑA","MONTERROSO","Colegio Público","N-2",27016121,"Centro público",0
17605,"ESPAÑA","PEDRAFITA DO CEBREIRO","Colegio Público","DE ZANFOGA",27016157,"Centro público",0
17606,"ESPAÑA","FONSAGRADA (A)","Instituto de Educación Secundaria (IES)","FONTEM ALBEI",27014811,"Centro público",0
17607,"ESPAÑA","LOURENZÁ","Escuela de Educación Infantil","SAN ADRIANO",27014823,"Centro público",0
17608,"ESPAÑA","CORGO (O)","Colegio Público","DO CORGO",27014847,"Centro público",0
17609,"ESPAÑA","XERMADE","Colegio Público","DE XERMADE",27014859,"Centro público",0
17610,"ESPAÑA","MONFORTE DE LEMOS","Colegio Público","A GANDARA",27014860,"Centro público",0
17611,"ESPAÑA","BEGONTE","Escuela de Educación Infantil","GAIBOR",27015050,"Centro público",0
17612,"ESPAÑA","QUIROGA","Instituto de Educación Secundaria (IES)","DE QUIROGA",27015189,"Centro público",0
17613,"ESPAÑA","LUGO","Centro Público de Educación de Personas Adultas (Presencial)","MARIA INMACULADA",27015190,"Centro público",0
17614,"ESPAÑA","LUGO","Centro Público de Educación de Personas Adultas (Presencial)","Y COORDINADOR DEL CENEBAD LAS GANDARAS",27015207,"Centro público",0
17615,"ESPAÑA","BÓVEDA","Colegio Público","ROSALIA DE CASTRO",27001087,"Centro público",0
17616,"ESPAÑA","GUITIRIZ","Escuela Pública de Música y/o Danza","ESCUELA MUNICIPAL DE MUSICA",27001269,"Centro público",0
17617,"ESPAÑA","CARBALLEDO","Colegio Público","XOSE LUIS TABOADA",27001440,"Centro público",0
17618,"ESPAÑA","CASTRO DE REI","Colegio Público","RAMON FALCON",27001609,"Centro público",0
17619,"ESPAÑA","CASTRO DE REI","Colegio Público","VELEIRO-DOCAMPO",27001816,"Centro público",0
17620,"ESPAÑA","CASTROVERDE","Instituto de Formación Profesional","C.DE CAPACITACION AGRARIA",27002237,"Centro público",0
